filepath,label,class_name
Data\train\bottle-dark\Robo_25-Mar_11-34-22_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_11-39-43_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_11-41-16_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_11-45-16_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_11-45-35_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_11-57-25_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_12-40-47_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_14-22-32_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_14-22-32_02.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_14-23-05_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_14-23-05_02.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_14-46-50_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_15-00-07_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_15-09-58_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_15-22-03_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_15-28-48_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_15-32-53_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_15-44-34_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_15-45-34_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_16-01-25_01.jpg,4,bottle-dark
Data\train\bottle-dark\Robo_25-Mar_16-04-46_01.jpg,4,bottle-dark
Data\train\bottle-dark\SPB_25-Mar_10-32-25_01.jpg,4,bottle-dark
Data\train\bottle-dark\SPB_25-Mar_10-36-53_01.jpg,4,bottle-dark
Data\train\bottle-dark\SPB_25-Mar_11-19-14_01.jpg,4,bottle-dark
Data\train\bottle-dark\SPB_25-Mar_11-27-49_01.jpg,4,bottle-dark
Data\train\bottle-dark\SPB_25-Mar_11-29-22_01.jpg,4,bottle-dark
Data\train\bottle-dark-full\Monitoring_photo1_04-Mar_04-17-50_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\Monitoring_photo2_03-Mar_23-48-01_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\Monitoring_photo2_03-Mar_23-56-49_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\Monitoring_photo2_04-Mar_00-07-21_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_10-Sep_18-38-27_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_10-Sep_18-43-25_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_10-Sep_20-14-33_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_05-01-40_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_05-29-31_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_06-02-40_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_06-24-38_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_08-35-17_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_09-54-38_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_09-54-49_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_10-30-50_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_10-37-05_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_10-51-52_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_11-52-07_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_11-53-51_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_12-53-32_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_14-06-30_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_14-11-59_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_14-20-19_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_14-22-23_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_14-24-51_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_14-34-54_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_15-14-08_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_15-19-15_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_15-28-55_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_15-40-06_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_16-25-24_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_16-52-18_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_16-56-39_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_16-57-47_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_16-57-47_02.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_17-33-48_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_11-Sep_17-55-12_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_08-29-52_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_08-33-28_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_08-51-17_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_09-32-00_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_10-22-59_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_10-25-04_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_10-27-43_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_10-33-01_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_10-46-17_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_10-47-36_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_10-57-27_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_11-13-22_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_11-29-18_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_12-15-21_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_12-17-03_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_12-23-18_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_12-49-05_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_14-20-36_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_14-20-36_02.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_14-20-36_03.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_14-42-58_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_15-01-43_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_15-26-43_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_15-27-28_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_15-33-54_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_15-35-48_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_15-36-33_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_15-48-41_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_15-57-35_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_16-06-30_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_16-16-54_02.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_16-50-16_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_17-02-11_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_17-39-55_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_18-22-35_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_18-32-25_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_18-38-40_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_18-45-19_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_19-54-42_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_20-09-07_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_20-23-41_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_20-23-41_02.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_20-23-41_03.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_20-44-55_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_20-58-22_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_20-58-22_02.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_21-32-16_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_22-26-51_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_23-08-32_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_23-08-32_02.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_23-13-16_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_12-Sep_23-54-11_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_00-12-46_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_00-55-36_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_01-00-20_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_02-29-25_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_02-29-25_02.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_02-52-09_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_03-01-48_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_03-04-28_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_03-57-22_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_04-22-00_02.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_04-23-08_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_04-59-30_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_05-03-29_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\POSAD_1_13-Sep_05-13-42_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_00-54-14_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_00-58-42_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_02-04-04_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_02-04-53_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_02-05-39_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_02-31-40_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_02-52-06_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_03-17-47_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_03-53-29_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_04-20-20_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_04-20-21_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_04-20-41_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_04-21-36_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_04-26-51_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-05-Nov_04-32-57_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-27-Oct_08-33-56_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-27-Oct_13-59-03_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-27-Oct_14-05-00_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-27-Oct_16-14-36_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-27-Oct_16-42-48_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-27-Oct_23-32-17_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-27-Oct_23-40-08_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-27-Oct_23-49-51_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-28-Oct_00-34-33_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-28-Oct_01-03-24_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-28-Oct_01-05-19_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS-28-Oct_03-08-51_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS_19-Oct_18-59-30_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS_19-Oct_20-36-39_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS_19-Oct_21-28-35_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS_19-Oct_21-37-54_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS_19-Oct_21-40-28_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS_19-Oct_21-47-51_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS_19-Oct_22-00-36_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS_20-Oct_00-44-22_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\prepared_data_all_MGS_20-Oct_08-44-04_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\Robo_25-Mar_11-58-31_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\Robo_25-Mar_12-44-08_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\Robo_25-Mar_14-12-22_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\Robo_25-Mar_14-28-27_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\Robo_25-Mar_14-32-33_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\Robo_25-Mar_15-02-32_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\Robo_25-Mar_15-28-15_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\Robo_25-Mar_15-50-14_01.jpg,5,bottle-dark-full
Data\train\bottle-dark-full\Robo_25-Mar_16-04-46_02.jpg,5,bottle-dark-full
Data\train\bottle-green\Monitoring_photo1_04-Mar_03-52-24_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo2_04-Mar_00-35-37_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo2_04-Mar_02-28-38_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo3_03-Mar_18-41-12_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo3_03-Mar_18-48-44_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo3_03-Mar_20-10-34_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo3_03-Mar_20-21-57_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo3_03-Mar_20-42-45_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo3_03-Mar_21-33-39_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo3_03-Mar_21-38-04_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_04-31-35_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_04-31-57_02.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_05-10-42_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_05-13-23_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_05-48-18_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_08-15-47_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_08-40-51_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_08-59-29_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_09-07-06_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_09-07-13_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_09-24-11_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_09-27-00_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_09-46-54_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_09-51-10_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_10-03-30_01.jpg,6,bottle-green
Data\train\bottle-green\Monitoring_photo_04-Mar_10-14-00_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_10-Sep_22-27-58_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_00-50-49_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_05-38-36_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_06-02-40_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_06-18-23_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_06-18-45_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_06-28-37_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_08-42-30_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_08-46-28_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_08-51-12_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_08-59-44_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_09-42-09_02.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_09-42-09_03.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_09-56-20_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_10-00-53_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_10-30-50_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_10-56-02_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_11-38-07_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_11-39-03_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_11-52-07_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_11-55-55_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_12-01-36_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_12-09-34_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_12-09-45_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_12-10-30_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_12-12-35_02.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_12-14-52_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_12-22-27_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_12-30-47_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_12-45-12_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_12-49-22_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_14-06-30_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_14-12-10_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_14-21-27_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_14-24-51_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_14-27-20_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_14-28-39_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_14-29-13_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_15-03-08_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_15-03-08_02.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_15-06-10_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_15-06-10_02.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_15-06-10_03.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_15-14-08_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_15-29-29_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_15-45-36_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_16-15-32_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_16-42-27_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_16-48-31_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_16-55-20_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_16-57-47_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_17-04-15_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_17-10-30_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_17-33-14_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_17-33-14_02.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_17-33-48_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_17-41-33_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_17-55-12_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_18-26-28_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_18-27-25_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_11-Sep_18-38-02_02.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_08-38-57_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_09-00-33_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_09-08-43_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_10-07-48_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_10-23-33_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_10-23-33_02.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_10-44-46_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_10-44-46_02.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_10-47-02_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_10-56-19_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_10-57-27_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_11-09-35_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_11-16-01_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_11-18-40_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_11-19-37_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_11-27-02_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_11-29-07_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_12-13-39_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_12-16-40_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_12-20-28_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_12-29-23_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_12-36-23_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_12-42-04_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_12-42-15_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_12-44-20_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_14-02-48_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_14-05-50_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_14-05-50_02.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_14-13-12_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_14-13-12_02.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_14-13-24_01.jpg,6,bottle-green
Data\train\bottle-green\POSAD_1_12-Sep_14-13-24_02.jpg,6,bottle-green
